"analysis_role","matrix","Correction","StageVar","Clock","reference_group","Comparison","contrast","beta","ci_lower","ci_upper","p_value","q_value","fdr_significant","n_model_samples","std_error","statistic","term","model","covariates","residualization"
"primary","Raw/pre-ComBat","Raw betas","Progression3","PCHorvath1","Healthy","Mild","Mild vs Healthy",6.36025244148262,4.9268981364795,7.79360674648573,3.30858934997129e-17,1.98515360998277e-16,TRUE,565,0.729727559437634,8.71592741595803,"Progression3Mild","PCHorvath1_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"primary","Raw/pre-ComBat","Raw betas","Progression3","PCHorvath2","Healthy","Advanced","Advanced vs Healthy",7.48791511691055,6.1073529132689,8.86847732055219,3.01588942174769e-24,3.61906730609723e-23,TRUE,565,0.702850847134456,10.65363319606,"Progression3Advanced","PCHorvath2_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"primary","Raw/pre-ComBat","Raw betas","Progression3","PCHorvath2","Healthy","Mild","Mild vs Healthy",7.7755097448422,6.1261804205386,9.4248390691458,4.39007977507407e-19,3.51206382005926e-18,TRUE,565,0.839681478844391,9.26007056335602,"Progression3Mild","PCHorvath2_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"primary","Raw/pre-ComBat","Raw betas","Progression3","PCPhenoAge","Healthy","Advanced","Advanced vs Healthy",-3.37340498148291,-4.70503177684875,-2.04177818611708,8.66440097628721e-07,1.38630415620595e-06,TRUE,565,0.677937595800474,-4.97598156877518,"Progression3Advanced","PCPhenoAge_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"primary","Raw/pre-ComBat","Raw betas","Progression3","PCPhenoAge","Healthy","Mild","Mild vs Healthy",2.30764028597825,0.716773089388384,3.89850748256812,0.0045446451761116,0.00574060443298307,TRUE,565,0.809918128898626,2.84922661148024,"Progression3Mild","PCPhenoAge_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"primary","Raw/pre-ComBat","Raw betas","Progression3","PCGrimAge","Healthy","Advanced","Advanced vs Healthy",0.431351142618072,0.103690281797774,0.759012003438371,0.00996736793374508,0.0113912776385658,TRUE,565,0.166813717623788,2.58582536713731,"Progression3Advanced","PCGrimAge_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"primary","Raw/pre-ComBat","Raw betas","Progression3","PCGrimAge","Healthy","Mild","Mild vs Healthy",0.763983656443501,0.372533952292569,1.15543336059443,0.00014071317253887,0.000211069758808305,TRUE,565,0.199288924068235,3.83354800080068,"Progression3Mild","PCGrimAge_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"primary","Raw/pre-ComBat","Raw betas","Progression3","HepClock","Healthy","Advanced","Advanced vs Healthy",4.45397892838401,3.3949328570965,5.51302499967151,1.0591053676262e-15,4.2364214705048e-15,TRUE,565,0.53916544027889,8.26087615348664,"Progression3Advanced","HepClock_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"primary","Raw/pre-ComBat","Raw betas","Progression3","HepClock","Healthy","Mild","Mild vs Healthy",3.58158448856189,2.3163638874506,4.84680508967318,4.18239631625158e-08,8.36479263250316e-08,TRUE,565,0.64412988343252,5.56034517367194,"Progression3Mild","HepClock_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"primary","Raw/pre-ComBat","Raw betas","Progression3","LiverClock","Healthy","Advanced","Advanced vs Healthy",2.82402664806209,1.8876428731443,3.76041042297988,5.50812810312101e-09,1.20177340431731e-08,TRUE,565,0.476717476190419,5.92389998082233,"Progression3Advanced","LiverClock_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"primary","Raw/pre-ComBat","Raw betas","Progression3","LiverClock","Healthy","Mild","Mild vs Healthy",1.79973539079656,0.681056917128237,2.91841386446489,0.001662976371189,0.002217301828252,TRUE,565,0.569524582677156,3.16006621230741,"Progression3Mild","LiverClock_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","Horvath1","Healthy","Advanced","Advanced vs Healthy",4.7324065916467,3.49920131507617,5.96561186821723,1.95031951504933e-13,9.36153367223678e-13,TRUE,565,0.62783072797585,7.53771101153993,"Progression3Advanced","Horvath1_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","Horvath1","Healthy","Mild","Mild vs Healthy",5.17289913587392,3.69961410737718,6.64618416437066,1.44940971586247e-11,4.9694047400999e-11,TRUE,565,0.750056482509813,6.89667945881161,"Progression3Mild","Horvath1_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","Horvath2","Healthy","Advanced","Advanced vs Healthy",-2.94251691034507,-4.71592512088628,-1.16910869980387,0.00118565998563323,0.00158087998084431,TRUE,565,0.902850635636862,-3.25914032088979,"Progression3Advanced","Horvath2_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","Horvath2","Healthy","Mild","Mild vs Healthy",1.47343482187711,-0.645219562467902,3.59208920622213,0.17247748290372,0.179976503899534,FALSE,565,1.07861712054269,1.36604064020027,"Progression3Mild","Horvath2_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","Hannum","Healthy","Advanced","Advanced vs Healthy",-4.77838816253202,-6.06042206264373,-3.4963542624203,8.6530331787848e-13,3.46121327151392e-12,TRUE,565,0.652689614688674,-7.32107276566865,"Progression3Advanced","Hannum_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","Hannum","Healthy","Mild","Mild vs Healthy",-1.85807704575117,-3.3896966284313,-0.326457463071044,0.0175112575792891,0.0210135090951469,TRUE,565,0.779754884158685,-2.38289888720087,"Progression3Mild","Hannum_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","PhenoAge","Healthy","Advanced","Advanced vs Healthy",4.96395351873799,3.37557633863082,6.55233069884516,1.58285954739774e-09,4.22095879306064e-09,TRUE,565,0.808650449550587,6.13856521256711,"Progression3Advanced","PhenoAge_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","PhenoAge","Healthy","Mild","Mild vs Healthy",5.06371582122183,3.16611421059173,6.96131743185193,2.2639985585947e-07,4.93963321875207e-07,TRUE,565,0.966078091980906,5.24151811665543,"Progression3Mild","PhenoAge_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","GrimAgeV1","Healthy","Advanced","Advanced vs Healthy",1.64236008706206,1.00217542481747,2.28254474930665,6.33053528383666e-07,1.26610705676733e-06,TRUE,565,0.325921085623093,5.0391341938562,"Progression3Advanced","GrimAgeV1_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","GrimAgeV1","Healthy","Mild","Mild vs Healthy",0.864549937441715,0.0997344632644495,1.62936541161898,0.0267950030453739,0.0306228606232845,TRUE,565,0.389371230437195,2.22037446493152,"Progression3Mild","GrimAgeV1_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","PCHannum","Healthy","Advanced","Advanced vs Healthy",-0.155052105459565,-1.31483794988388,1.00473373896475,0.792956951958179,0.792956951958179,FALSE,565,0.590452542520696,-0.262598759923419,"Progression3Advanced","PCHannum_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","PCHannum","Healthy","Mild","Mild vs Healthy",3.46245845969451,2.07688611961778,4.84803079977125,1.20721248744764e-06,2.18009258148094e-06,TRUE,565,0.705401531651513,4.90849297078796,"Progression3Mild","PCHannum_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","PCHorvath1","Healthy","Advanced","Advanced vs Healthy",6.51630440961605,5.19934795184132,7.83326086739078,9.9243499540498e-21,2.38184398897195e-19,TRUE,565,0.670468856487997,9.71902624045702,"Progression3Advanced","PCHorvath1_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","PCHorvath1","Healthy","Mild","Mild vs Healthy",6.88709319251294,5.31375234708829,8.46043403793759,8.22117520028876e-17,4.93270512017326e-16,TRUE,565,0.800995379361406,8.59816844137563,"Progression3Mild","PCHorvath1_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","PCHorvath2","Healthy","Advanced","Advanced vs Healthy",7.05323231554827,5.54720384131094,8.55926078978561,7.18930370508376e-19,8.62716444610051e-18,TRUE,565,0.766726327965651,9.19915236804579,"Progression3Advanced","PCHorvath2_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","PCHorvath2","Healthy","Mild","Mild vs Healthy",8.33617778426516,6.53695648207122,10.1353990864591,1.58752412338052e-18,1.27001929870442e-17,TRUE,565,0.915992204548011,9.10070821877636,"Progression3Mild","PCHorvath2_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","PCPhenoAge","Healthy","Advanced","Advanced vs Healthy",-3.57003945603804,-5.0017729866719,-2.13830592540419,1.27172067253055e-06,2.18009258148094e-06,TRUE,565,0.728902415423521,-4.89782909275134,"Progression3Advanced","PCPhenoAge_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","PCPhenoAge","Healthy","Mild","Mild vs Healthy",2.89524703194739,1.18478437373883,4.60570969015594,0.00094303755917303,0.00133134714236192,TRUE,565,0.870804752688853,3.32479470628462,"Progression3Mild","PCPhenoAge_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","PCGrimAge","Healthy","Advanced","Advanced vs Healthy",0.273209040449631,-0.0552784557603175,0.601696536659579,0.102889517230502,0.112243109706002,FALSE,565,0.167234561670043,1.63368766432789,"Progression3Advanced","PCGrimAge_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","PCGrimAge","Healthy","Mild","Mild vs Healthy",0.779989474556713,0.387552206075061,1.17242674303836,0.00010620539234495,0.000159308088517425,TRUE,565,0.199791697811146,3.90401344551365,"Progression3Mild","PCGrimAge_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","HepClock","Healthy","Advanced","Advanced vs Healthy",4.15748929260834,2.93342645752972,5.38155212768696,6.12175962108251e-11,1.83652788632475e-10,TRUE,565,0.623176267111635,6.67144997654984,"Progression3Advanced","HepClock_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","HepClock","Healthy","Mild","Mild vs Healthy",3.60001836760871,2.13765562628494,5.06238110893248,1.72057853732489e-06,2.75292565971982e-06,TRUE,565,0.744495893662803,4.83551138193279,"Progression3Mild","HepClock_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","LiverClock","Healthy","Advanced","Advanced vs Healthy",2.92324866480012,1.9499242178435,3.89657311175674,6.33909400369572e-09,1.52138256088697e-08,TRUE,565,0.495524149709166,5.89930615191175,"Progression3Advanced","LiverClock_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
"sensitivity","ComBat","ComBat betas","Progression3","LiverClock","Healthy","Mild","Mild vs Healthy",1.82288154777516,0.66007081154567,2.98569228400464,0.0021776324040984,0.00275069356307166,TRUE,565,0.591992529463801,3.07923066094472,"Progression3Mild","LiverClock_EAA_resid ~ Progression3 + Sex + Dataset","Sex + Dataset","Global clock-age residuals within each matrix: lm(Clock ~ Age)"
